pessoa_idade,pessoa_salario_anual,pessoa_status_propriedade,pessoa_tempo_trabalho,emprestimo_motivo,emprestimo_pontuacao,emprestimo_valor_total,emprestimo_taxa_juros,emprestimo_inadimplente,emprestimo_renda_percentual,historico_inadimplencia,historico_tempo_credito
26,95000,Hipotecada,10,"Melhora do lar",C,15000,15.96,0,0.16,N,3
24,45000,Alugada,0,Educativo,D,4000,15.99,1,0.09,S,3
42,13200,Alugada,4,Empreendimento,C,2500,NULL,1,0.19,S,15
34,140000,Hipotecada,17,Empreendimento,D,12000,15.21,0,0.09,S,10
25,30000,Alugada,9,"Melhora do lar",C,5600,NULL,1,0.19,S,4
22,60000,Hipotecada,6,Médico,C,9000,13.79,0,0.15,S,2
38,32000,Alugada,0,"Pagamento de débitos",B,NULL,6.54,NULL,0.13,N,2
25,27500,Alugada,4,Médico,B,2200,12.53,0,0.08,N,4
46,60000,Hipotecada,7,Pessoal,A,3600,6.99,0,0.06,N,13
32,83000,Alugada,6,Pessoal,E,20000,14.38,0,0.24,N,10
32,59004,Alugada,0,Médico,D,8000,16.49,1,0.14,S,8
40,54400,Hipotecada,16,Médico,F,25000,18.09,1,0.39,N,12
32,64052,Alugada,3,"Melhora do lar",B,4875,10.74,0,0.08,N,9
24,43000,Alugada,4,Médico,B,10000,9.63,0,0.23,N,3
25,70000,Hipotecada,4,Pessoal,C,15000,13.16,1,0.21,S,3
23,90000,Hipotecada,1,Educativo,A,4000,5.42,0,0.04,N,3
24,7800,Alugada,1,Educativo,B,1000,11.36,0,0.13,N,4
27,112548,Hipotecada,11,Empreendimento,A,24000,NULL,0,0.21,N,5
21,42000,,NULL,Médico,B,7000,NULL,0,0.12,N,3
25,60000,Alugada,8,"Melhora do lar",D,5000,15.57,0,0.08,N,4
27,27900,Alugada,3,Médico,A,10625,7.9,1,0.38,N,5
22,24000,Própria,0,"Pagamento de débitos",D,4200,15.62,0,0.17,S,2
24,17496,Alugada,NULL,Educativo,C,3700,14.22,1,0.21,N,4
26,40720,Hipotecada,4,Pessoal,C,10000,13.48,0,0.25,S,3
23,75800,Alugada,0,Educativo,A,7000,6.54,0,0.09,N,4
27,25000,Alugada,1,Educativo,A,5600,7.9,0,0.22,N,8
31,125000,Hipotecada,2,Pessoal,B,25000,10.75,0,0.2,N,7
24,50000,Hipotecada,7,"Melhora do lar",C,6000,13.99,0,0.12,S,4
29,45500,Hipotecada,6,"Melhora do lar",B,10000,10.65,0,0.22,N,10
57,26400,Alugada,2,Pessoal,C,2500,13.48,0,0.09,N,18
23,90000,Hipotecada,1,"Pagamento de débitos",C,1500,12.84,0,0.02,N,2
26,80730,Hipotecada,7,"Melhora do lar",A,9600,7.29,0,0.12,N,2
26,63096,Hipotecada,1,"Melhora do lar",A,4200,5.99,0,0.07,N,3
27,100000,Hipotecada,11,Pessoal,A,14400,NULL,0,0.14,N,8
32,74000,Hipotecada,1,"Melhora do lar",A,1200,7.49,0,0.02,N,9
32,70000,Própria,1,Médico,A,14400,7.88,0,0.21,N,10
33,72000,Alugada,9,Pessoal,B,9000,11.14,0,0.13,N,5
23,29000,Alugada,6,Médico,D,7750,14.59,1,0.27,S,3
35,110000,Alugada,9,"Pagamento de débitos",C,25000,13.49,0,0.23,N,8
23,90000,Alugada,7,Médico,C,5000,15.96,0,0.06,S,3
25,90000,Hipotecada,2,Médico,B,9500,11.71,0,0.11,N,4
22,48000,Hipotecada,0,Médico,A,5000,6.03,0,0.1,N,4
22,30000,Alugada,4,"Pagamento de débitos",E,13250,16.4,1,0.44,S,3
26,41000,Alugada,3,"Pagamento de débitos",C,6600,13.85,0,0.16,S,4
24,51500,Alugada,6,"Pagamento de débitos",B,20000,12.21,1,0.39,N,4
23,43000,Hipotecada,3,Empreendimento,D,3600,15.62,0,0.08,N,3
37,78000,Hipotecada,5,"Pagamento de débitos",B,12000,9.83,0,0.15,N,11
22,33000,Alugada,4,Médico,A,6500,6.17,0,0.2,N,4
33,14400,Própria,0,Empreendimento,C,2000,14.79,0,0.14,N,8
25,63720,Hipotecada,8,"Melhora do lar",A,12500,7.51,0,0.2,N,3
29,142000,Própria,14,Pessoal,B,24250,11.48,0,0.17,N,8
33,21600,Alugada,3,"Pagamento de débitos",B,10000,12.53,1,0.46,N,8
34,60000,Alugada,0,Educativo,C,12000,12.22,0,0.2,S,7
27,32760,Alugada,4,Pessoal,D,5000,15.21,0,0.15,S,9
23,78000,Alugada,2,Empreendimento,D,25000,16.32,1,0.32,S,3
28,50500,Alugada,3,"Melhora do lar",C,5200,12.53,0,0.1,N,8
25,38400,Alugada,3,"Pagamento de débitos",B,15000,10.65,1,0.39,N,2
25,47000,Alugada,8,"Pagamento de débitos",B,8500,10.37,0,0.18,N,4
40,35000,Alugada,17,Educativo,A,2400,NULL,0,0.07,N,16
26,31200,Hipotecada,6,Pessoal,A,9250,7.9,0,0.3,N,2
31,53000,Hipotecada,2,Médico,B,7200,10.37,0,0.14,N,8
26,58000,Alugada,0,Pessoal,A,3500,8.59,0,0.06,N,3
22,36600,Hipotecada,2,"Pagamento de débitos",A,9950,7.29,0,0.27,N,3
26,45608,Própria,8,"Melhora do lar",A,11000,6.62,0,0.24,N,2
26,92000,Alugada,0,Empreendimento,D,6000,15.58,1,0.07,N,3
29,130000,Hipotecada,5,Educativo,A,24800,7.49,0,0.19,N,10
33,86000,Alugada,0,"Pagamento de débitos",A,4700,9.63,0,0.05,N,7
30,24000,Hipotecada,7,"Melhora do lar",A,6000,8.94,0,0.25,N,7
22,105600,Hipotecada,4,Pessoal,B,8000,11.49,0,0.08,N,2
34,70000,Hipotecada,13,"Pagamento de débitos",A,20000,6.54,0,0.29,N,6
23,70000,Alugada,2,Pessoal,C,4800,NULL,0,0.07,N,2
31,81600,Hipotecada,0,"Melhora do lar",C,4000,13.57,0,0.05,N,7
39,31200,Alugada,2,Educativo,B,6400,11.49,0,0.21,N,16
28,69000,Própria,11,"Melhora do lar",B,6000,11.86,0,0.09,N,9
26,108000,Hipotecada,2,Médico,B,18500,12.18,0,0.17,N,2
39,134000,Hipotecada,NULL,Empreendimento,B,25000,10.25,0,0.19,N,17
24,43000,Alugada,3,Médico,A,11400,NULL,0,0.27,N,2
25,33280,Alugada,1,Pessoal,B,5500,NULL,0,0.17,N,2
41,150000,Própria,10,Empreendimento,B,24500,11.83,0,0.16,N,17
25,106226,,9,Educativo,B,14000,NULL,0,0.06,N,6
28,54996,Hipotecada,8,Educativo,B,16750,10.38,1,0.3,N,9
52,64500,Alugada,0,Pessoal,B,5000,11.26,0,0.08,N,25
29,70000,Hipotecada,13,Médico,A,10000,6.99,0,0.14,N,5
22,42996,Hipotecada,7,"Melhora do lar",C,12000,13.79,1,0.28,N,4
25,123144,Alugada,2,Médico,B,12000,10.75,0,0.1,N,2
26,55000,Hipotecada,10,Médico,A,3000,6.76,0,0.05,N,2
25,54000,Própria,5,"Melhora do lar",B,8000,11.83,0,0.15,N,3
23,73000,Alugada,0,Educativo,D,10000,14.11,1,0.14,N,3
31,42000,Alugada,1,Médico,B,12000,10.99,0,0.29,N,9
23,NULL,Própria,NULL,Pessoal,C,7000,7.74,0,0.23,N,2
23,32004,Própria,0,Educativo,E,9250,17.19,0,0.29,N,4
22,NULL,Hipotecada,6,,A,12000,10.25,0,0.19,N,12
28,62040,Alugada,0,Pessoal,C,13400,13.06,0,0.22,S,6
42,48000,Hipotecada,26,Médico,A,6500,7.29,0,0.14,N,11
23,34000,Alugada,5,Médico,E,9000,17.06,1,0.26,S,4
27,50000,Alugada,4,Pessoal,C,6400,13.23,0,0.13,S,5
22,18000,Alugada,0,Médico,C,3000,13.99,1,0.17,S,4
30,90000,Hipotecada,5,Pessoal,B,7500,10.71,0,0.08,N,5
22,40000,Alugada,0,Médico,A,12800,8.9,1,0.32,N,2
28,57360,Hipotecada,3,Educativo,B,23000,NULL,0,0.4,N,7
28,54000,Hipotecada,1,Empreendimento,B,6250,9.99,0,0.12,N,6
27,39996,Própria,1,"Melhora do lar",B,8000,12.53,0,0.2,N,5
25,35000,Alugada,6,Pessoal,B,3500,11.58,0,0.1,N,3
22,60612,Hipotecada,2,Médico,C,18000,13.72,0,0.3,S,3
36,37000,Hipotecada,3,Pessoal,A,7000,6.91,0,0.19,N,13
28,62000,Alugada,0,"Melhora do lar",A,15000,7.9,0,0.24,N,10
21,24000,Alugada,1,Educativo,A,1500,NULL,0,0.06,N,3
30,144000,Hipotecada,7,Médico,A,6000,8.49,0,0.04,N,8
31,80000,Hipotecada,10,Médico,A,10000,NULL,0,0.13,N,5
25,101000,Hipotecada,9,Educativo,B,17000,11.71,0,0.17,N,3
30,72000,Hipotecada,3,Médico,A,14000,6.99,0,0.19,N,9
28,64000,Alugada,1,Pessoal,C,10000,11.66,0,0.16,N,5
24,66000,Alugada,3,Educativo,B,25000,9.91,1,0.38,N,2
28,50000,Alugada,1,"Melhora do lar",B,4000,10.59,0,0.08,N,10
24,70000,Hipotecada,9,Médico,A,7500,8.32,0,0.11,N,2
31,40000,Alugada,1,"Pagamento de débitos",A,8000,7.9,0,0.2,N,9
NULL,72600,Hipotecada,3,Médico,A,6000,12.69,NULL,0.09,N,13
24,80000,Hipotecada,8,"Melhora do lar",A,5550,8.49,0,0.07,N,2
26,87000,Hipotecada,10,"Pagamento de débitos",B,10000,9.99,0,0.11,N,3
28,72000,Alugada,2,Médico,B,7000,11.49,0,0.1,N,7
29,130000,Hipotecada,13,"Pagamento de débitos",C,6000,13.04,0,0.05,S,9
32,113000,Alugada,5,"Melhora do lar",D,12000,16.29,1,0.11,N,5
23,33996,Alugada,1,Educativo,A,1500,6.99,0,0.04,N,4
24,30000,Própria,7,"Melhora do lar",A,15250,6.54,0,0.51,N,3
24,71000,Hipotecada,6,Educativo,B,5000,10.39,1,0.07,N,2
22,23000,Alugada,6,Empreendimento,C,4850,14.27,0,0.21,S,4
34,51000,Alugada,1,Médico,A,6000,5.99,0,0.12,N,6
38,192000,Hipotecada,22,"Melhora do lar",A,5600,7.9,0,0.03,N,14
23,44000,Alugada,0,"Melhora do lar",F,13000,17.26,1,0.3,S,3
29,75000,Hipotecada,7,Educativo,A,6125,NULL,0,0.08,N,8
24,49639,Alugada,8,Médico,C,10000,NULL,0,0.2,N,3
24,26400,Alugada,5,Médico,A,NULL,NULL,0,0.03,N,3
23,92000,Hipotecada,7,Empreendimento,E,7500,11.83,NULL,NULL,N,4
25,26400,Hipotecada,1,"Melhora do lar",A,7500,8.9,0,0.28,N,3
30,24000,Alugada,5,Médico,C,5500,13.23,0,0.23,S,8
21,55200,Hipotecada,5,Empreendimento,A,8900,6.17,0,0.16,N,2
25,57840,Alugada,5,Médico,B,13600,9.99,0,0.24,N,2
28,57600,Hipotecada,12,Pessoal,B,10625,12.42,0,0.18,N,6
24,55000,Hipotecada,8,Pessoal,D,15000,NULL,0,0.27,S,3
28,84000,Hipotecada,12,Médico,B,20500,10,0,0.24,N,5
23,40104,Outros,7,Educativo,C,10000,12.72,0,0.25,S,2
36,66000,Alugada,3,Educativo,A,10000,6.62,0,0.15,N,12
23,36000,Alugada,1,Educativo,A,7000,7.9,0,0.19,N,4
21,18000,Alugada,NULL,Médico,C,2400,14.72,0,0.13,N,3
36,32000,Própria,0,Educativo,A,1200,7.14,0,0.04,N,16
32,25200,Alugada,0,Pessoal,A,5000,7.91,0,0.2,N,5
23,41017,Alugada,6,"Pagamento de débitos",A,5000,NULL,0,0.12,N,2
29,53200,Hipotecada,7,"Melhora do lar",C,1000,13.49,0,0.02,S,6
23,60000,Alugada,3,Educativo,E,10000,NULL,0,0.17,N,2
26,50000,Hipotecada,0,Educativo,A,10000,7.74,0,0.2,N,2
22,29000,Alugada,6,Médico,C,4800,12.99,0,0.17,S,4
28,55000,Própria,13,Médico,A,18000,7.9,0,0.33,N,10
30,76000,Hipotecada,5,"Melhora do lar",A,6250,7.88,0,0.08,N,10
25,30035,Alugada,9,Médico,C,1000,12.87,0,0.03,S,2
29,20400,Alugada,2,Médico,C,2000,13.49,0,0.1,N,8
33,62000,Hipotecada,3,"Melhora do lar",A,3700,6.39,0,0.06,N,6
21,14400,Própria,0,"Melhora do lar",B,3000,NULL,1,0.21,N,4
24,120000,Hipotecada,0,Pessoal,A,16000,9.63,0,0.13,N,2
36,45000,Alugada,4,Médico,B,20000,11.36,1,0.44,N,14
26,130000,Hipotecada,5,Pessoal,D,35000,18.25,0,0.27,S,4
30,120000,Hipotecada,9,"Pagamento de débitos",B,18400,9.63,0,0.15,N,9
23,14400,Própria,2,"Melhora do lar",E,4000,16.7,1,0.28,N,2
47,140000,Alugada,4,Empreendimento,C,10000,NULL,0,0.07,S,13
25,36000,Alugada,0,"Pagamento de débitos",C,7500,13.49,0,0.21,N,4
29,56964,Alugada,12,"Pagamento de débitos",A,18000,NULL,1,0.32,N,8
29,180000,Hipotecada,13,"Pagamento de débitos",C,12000,12.99,0,0.07,S,5
32,NULL,Alugada,0,Médico,,25000,10.25,0,0.17,N,2
24,90000,Alugada,8,"Melhora do lar",D,15000,17.58,0,0.17,N,3
24,95000,Alugada,5,Empreendimento,B,14000,NULL,0,0.15,N,4
32,75000,Alugada,4,Médico,B,5000,9.99,0,0.07,N,8
60,45600,Alugada,1,Empreendimento,B,20000,10,1,0.44,N,26
31,56400,Hipotecada,NULL,Médico,C,4000,13.35,1,0.07,N,5
24,42000,Hipotecada,NULL,Médico,A,19000,6.99,1,0.45,N,3
23,18000,Alugada,2,Educativo,C,2000,14.79,0,0.11,N,3
40,95000,Alugada,0,"Melhora do lar",B,17000,10,0,0.18,N,12
23,59000,Alugada,3,Educativo,D,10000,15.58,1,0.17,N,3
24,24468,Própria,NULL,"Melhora do lar",B,5000,10.75,0,0.2,N,3
26,66000,Alugada,2,Pessoal,D,15000,16.02,1,0.23,N,2
25,35000,Alugada,4,Empreendimento,D,4000,16.29,0,0.11,S,2
43,46000,Alugada,3,Educativo,B,5000,10.38,1,0.11,N,14
24,75000,Hipotecada,0,Educativo,B,7000,11.99,0,0.09,N,3
22,16800,Hipotecada,0,"Melhora do lar",C,4750,13.85,1,0.28,S,2
44,59000,Alugada,1,Educativo,D,10000,15.62,1,0.17,N,13
21,50252,Alugada,4,"Pagamento de débitos",B,5000,11.46,0,0.1,N,2
24,30000,Alugada,0,Pessoal,A,3600,7.49,0,0.12,N,4
26,88000,Hipotecada,6,Educativo,C,7700,14.79,1,0.09,S,4
32,200000,Alugada,14,Empreendimento,B,25000,10.62,0,0.13,N,9
22,24240,Alugada,3,Empreendimento,B,3500,9.99,0,0.14,N,3
24,26000,Alugada,2,"Melhora do lar",D,6200,14.11,1,0.24,N,4
22,42000,Alugada,2,Educativo,A,6500,5.99,0,0.15,N,2
31,65000,Alugada,2,Educativo,B,6000,11.49,0,0.09,N,6
22,30000,Alugada,2,"Pagamento de débitos",B,3600,10.99,0,0.12,N,3
24,36708,Alugada,2,"Melhora do lar",D,3000,15.33,1,0.08,S,3
22,40000,Hipotecada,2,Pessoal,A,8100,7.14,0,0.2,N,3
33,35600,Alugada,1,Médico,C,6000,13.49,1,0.17,S,6
23,97600,Hipotecada,7,Médico,A,14500,7.51,0,0.15,N,2
33,135000,Própria,0,Pessoal,A,6275,6.91,0,0.05,N,7
26,20000,Hipotecada,1,"Pagamento de débitos",A,1500,7.74,0,0.07,N,4
24,75000,Hipotecada,8,"Pagamento de débitos",B,15000,12.21,0,0.2,N,3
35,106369,Hipotecada,2,Empreendimento,A,8325,6.99,0,0.08,N,10
27,48000,Alugada,4,"Pagamento de débitos",B,4200,10.74,0,0.09,N,5
29,62000,Hipotecada,6,Empreendimento,A,12000,7.51,0,0.19,N,8
37,97000,Alugada,8,"Melhora do lar",F,25000,19.41,0,0.26,N,11
23,26400,Alugada,0,Médico,A,7000,7.4,0,0.27,N,2
29,114500,Hipotecada,13,"Pagamento de débitos",E,30000,19.29,1,0.26,N,6
41,53000,Hipotecada,20,Empreendimento,C,11000,NULL,0,0.21,S,14
21,36895,Alugada,6,Médico,A,4200,9.32,0,0.11,N,3
NULL,60000,Hipotecada,7,Educativo,A,2000,NULL,0,0.03,S,24
26,30000,Alugada,8,Educativo,A,9000,5.99,1,0.3,N,2
26,29000,Alugada,0,"Melhora do lar",D,3400,15.62,1,0.12,S,4
26,54528,Hipotecada,9,"Melhora do lar",A,10000,8.94,0,0.18,N,3
28,35000,Própria,3,Empreendimento,B,10400,11.71,0,0.3,N,8
32,71000,Alugada,2,Educativo,D,15000,15.95,1,0.21,N,9
21,12000,Alugada,0,Empreendimento,A,3000,7.88,1,0.25,N,3
31,117516,Hipotecada,3,Médico,C,21000,13.49,0,0.18,N,5
35,34200,Alugada,3,Educativo,A,7200,6.99,0,0.21,N,6
28,34000,Alugada,1,Pessoal,D,3000,15.7,1,0.09,S,10
26,80000,Hipotecada,5,Empreendimento,D,12000,16.29,0,0.15,N,2
37,40680,Hipotecada,6,"Pagamento de débitos",D,8000,15.21,1,0.2,N,13
21,90000,Alugada,2,Empreendimento,B,3300,11.71,0,0.04,N,4
28,53000,Alugada,11,"Melhora do lar",C,5500,11.03,0,0.1,N,9
34,220000,Hipotecada,6,"Pagamento de débitos",B,7350,11.99,0,0.03,N,6
34,23000,Própria,2,Pessoal,A,2500,NULL,0,0.11,N,7
21,55000,Alugada,3,Educativo,B,4800,11.12,0,0.09,N,4
25,46000,Hipotecada,4,Educativo,C,2125,12.99,0,0.05,S,2
26,33000,Alugada,4,Médico,D,8975,16.02,0,0.27,S,3
25,30000,Alugada,4,Médico,A,10000,7.51,1,0.33,N,3
24,26400,Alugada,3,"Pagamento de débitos",B,4000,NULL,1,0.15,N,3
25,39000,Alugada,9,Médico,D,16000,14.11,1,0.41,S,2
32,220000,Hipotecada,13,"Melhora do lar",E,33000,20.3,0,0.15,N,9
25,76800,Hipotecada,9,"Pagamento de débitos",D,15000,14.96,1,0.2,N,2
25,21996,Alugada,3,"Melhora do lar",C,8000,13.98,1,0.36,S,2
31,83000,Alugada,2,Pessoal,B,12000,12.42,0,0.14,N,7
33,79050,Hipotecada,17,Médico,,NULL,7.51,0,0.26,N,2
32,64000,Alugada,1,Educativo,D,4200,NULL,1,0.07,S,5
23,18000,Alugada,1,Pessoal,C,3250,NULL,1,0.18,S,4
32,36000,Própria,0,Médico,C,4900,13.22,0,0.14,N,10
23,28000,Alugada,8,"Pagamento de débitos",A,8000,7.74,0,0.29,N,4
23,76000,Hipotecada,7,"Pagamento de débitos",A,20000,NULL,0,0.26,N,4
25,68000,Alugada,1,Educativo,C,10000,14.26,0,0.15,S,2
31,77000,Hipotecada,15,"Melhora do lar",B,9700,NULL,0,0.11,,5
29,65000,Hipotecada,11,"Melhora do lar",A,7000,NULL,0,0.11,N,10
25,49716,Hipotecada,6,Médico,A,4800,11.86,0,0.07,,3
34,74700,Própria,10,Médico,B,14000,9.91,0,0.19,N,5
22,70000,Hipotecada,5,Empreendimento,B,21000,8.88,0,0.3,N,3
24,50000,Alugada,4,"Pagamento de débitos",A,14400,NULL,0,0.29,N,2
41,41435,Alugada,NULL,Médico,E,10000,16.45,1,0.24,N,17
25,45000,Alugada,2,"Pagamento de débitos",B,11000,9.25,0,0.24,N,2
28,60000,Hipotecada,12,"Pagamento de débitos",C,16800,12.61,0,0.28,S,7
24,108000,Outros,5,Educativo,B,10000,9.7,0,0.09,N,4
31,49000,Própria,15,Educativo,C,14000,13.99,0,0.29,N,10
24,62000,Alugada,4,Educativo,C,2000,13.49,0,0.03,N,3
27,69000,Alugada,11,Empreendimento,A,2500,7.14,0,0.04,N,8
26,102000,Hipotecada,3,Educativo,B,20000,11.36,0,0.2,N,4
22,51996,Hipotecada,6,Educativo,A,9600,7.14,0,0.18,N,4
27,110000,Hipotecada,0,Médico,B,10000,10.37,0,0.09,N,9
24,26000,Alugada,8,Educativo,E,10000,16.63,1,0.38,S,2
23,37460,Hipotecada,2,Educativo,C,7125,13.99,0,0.19,N,4
22,33600,Alugada,3,Educativo,B,10000,10.25,0,0.3,N,3
26,80000,Hipotecada,3,Educativo,A,18000,5.79,0,0.23,N,4
21,85000,Alugada,5,Pessoal,B,3200,10.25,0,0.04,N,4
30,56000,Hipotecada,1,Médico,B,14000,12.18,0,0.25,N,7
23,55000,Hipotecada,5,Pessoal,A,15000,6.17,0,0.27,N,2
29,43000,Alugada,1,Médico,B,6000,11.14,0,0.14,N,7
27,48000,Alugada,9,"Pagamento de débitos",C,14000,13.79,1,0.29,N,10
34,48989,Própria,10,"Melhora do lar",A,2400,7.14,0,0.05,N,7
24,40000,Hipotecada,5,"Pagamento de débitos",B,3000,11.99,0,0.07,N,4
29,27996,Própria,5,"Melhora do lar",A,1800,5.42,0,0.06,N,6
28,60000,Própria,1,"Melhora do lar",D,22000,14.09,0,0.37,S,8
25,62000,Hipotecada,6,"Pagamento de débitos",A,6000,7.88,0,0.1,N,4
26,90000,Alugada,8,Pessoal,D,15000,NULL,0,0.17,S,3
64,56000,Alugada,0,"Pagamento de débitos",E,10000,16.82,1,0.18,S,18
25,42000,Alugada,0,,,20000,16.77,0,0.31,S,6
22,50000,Alugada,1,Médico,B,16800,12.53,1,0.34,N,3
22,74000,Hipotecada,6,Educativo,B,9000,NULL,0,0.12,N,2
33,95000,Hipotecada,1,Educativo,D,24000,12.92,0,0.25,S,5
25,60000,Hipotecada,2,Pessoal,B,6900,9.99,0,0.12,N,2
34,67000,Alugada,7,Educativo,B,20000,11.71,0,0.3,N,9
27,49000,Alugada,3,Educativo,B,3000,11.71,1,0.06,N,8
22,81996,Hipotecada,6,Pessoal,B,10000,11.46,1,0.12,N,3
22,63000,Alugada,0,Empreendimento,B,18000,9.63,0,0.29,N,4
41,42000,Alugada,1,Empreendimento,B,3200,12.18,0,0.08,N,16
24,175000,Própria,3,Empreendimento,B,8000,11.14,0,0.05,N,4
25,69000,Hipotecada,7,"Melhora do lar",A,9600,7.49,0,0.14,N,3
25,63000,Hipotecada,6,Empreendimento,F,11000,NULL,0,0.17,S,3
25,50000,Hipotecada,5,Pessoal,D,7500,13.8,0,0.15,S,4
27,30000,Alugada,6,Empreendimento,B,11500,10.36,1,0.38,N,7
22,50004,Hipotecada,NULL,Pessoal,B,4950,NULL,0,0.1,N,2
36,22000,Hipotecada,0,Educativo,A,8000,6.99,0,0.36,N,17
25,38400,Alugada,5,Médico,B,2200,12.69,0,0.06,N,3
34,72000,Hipotecada,10,"Melhora do lar",A,4000,7.14,0,0.06,N,9
28,75500,Hipotecada,12,Educativo,D,3500,14.91,0,0.05,N,9
35,51000,Alugada,5,Educativo,C,5000,12.98,0,0.1,S,10
23,60996,Alugada,0,"Melhora do lar",E,16000,16,1,0.26,N,3
25,48000,Hipotecada,3,Médico,C,1400,14.79,0,0.03,S,4
29,35000,Alugada,1,,A,6000,7.88,0,0.09,,2
23,43000,Hipotecada,1,Educativo,A,9000,9.63,0,0.21,N,2
26,42000,Alugada,0,Médico,B,8500,11.14,0,0.2,N,4
43,61000,Hipotecada,3,"Pagamento de débitos",E,16000,NULL,1,0.26,S,17
32,61000,,NULL,"Pagamento de débitos",B,2300,10.99,0,0.08,N,2
26,35000,Hipotecada,1,Empreendimento,A,3000,6.76,0,0.09,N,3
25,72000,Hipotecada,9,"Pagamento de débitos",A,15000,7.88,0,0.21,N,3
25,45000,Alugada,4,"Pagamento de débitos",C,15000,NULL,1,0.33,N,2
28,48000,Alugada,2,Empreendimento,B,4600,11.86,0,0.1,N,8
41,92000,Hipotecada,5,"Melhora do lar",B,8000,9.63,0,0.09,N,13
22,43000,Alugada,2,"Pagamento de débitos",A,14400,7.88,1,0.33,N,2
26,62500,Alugada,7,Médico,C,12000,12.23,0,0.19,S,4
29,98080,Hipotecada,8,Empreendimento,B,20000,8.88,0,0.2,N,9
32,58000,Alugada,3,Médico,B,10000,10.96,0,0.17,N,10
23,62400,Hipotecada,7,Médico,C,7000,13.06,0,0.11,N,4
23,80000,Alugada,1,Médico,A,12000,6.62,0,0.15,N,4
21,61464,Hipotecada,5,"Melhora do lar",C,4000,NULL,1,0.07,S,2
32,80000,Hipotecada,15,Empreendimento,A,12000,5.99,0,0.15,N,8
25,97000,Hipotecada,9,"Melhora do lar",D,25000,14.59,0,0.26,N,2
26,48000,Hipotecada,10,Pessoal,B,2000,10.99,0,0.04,N,2
26,43000,Alugada,5,Médico,A,7800,7.88,0,0.18,N,2
21,32000,Hipotecada,NULL,Médico,A,8000,5.99,0,0.25,N,3
28,138996,Hipotecada,3,Pessoal,C,20000,13.79,0,0.14,S,9
28,225000,Hipotecada,12,Pessoal,A,20000,7.88,0,0.09,N,9
22,165500,Hipotecada,6,Educativo,C,12000,12.99,0,0.07,S,3
30,40000,Alugada,14,Empreendimento,A,5500,6.62,0,0.14,N,8
21,66000,Hipotecada,5,Médico,A,18000,6.91,0,0.27,N,3
30,33000,Alugada,4,"Pagamento de débitos",C,1000,14.79,0,0.03,S,9
28,69000,Hipotecada,12,"Pagamento de débitos",B,10000,9.88,0,0.14,N,8
30,70000,Hipotecada,9,Pessoal,A,7000,8.9,0,0.1,N,8
28,40000,Própria,2,Empreendimento,B,5000,10,0,0.13,N,5
25,77000,Alugada,9,Empreendimento,B,19200,NULL,0,0.25,N,3
39,57000,Hipotecada,0,"Pagamento de débitos",A,3000,9.63,0,0.05,N,14
26,39000,Alugada,2,Educativo,A,8000,6.62,0,0.21,N,2
36,70000,Hipotecada,16,"Pagamento de débitos",A,16000,6.91,0,0.23,N,14
41,100000,Alugada,3,Empreendimento,B,12000,10.74,0,0.12,N,12
27,50000,Alugada,3,Empreendimento,D,15000,16.77,0,0.3,N,5
24,112000,Hipotecada,0,Educativo,A,3000,5.99,0,0.03,N,3
29,35568,Hipotecada,5,"Pagamento de débitos",B,3975,10.99,0,0.11,N,7
22,60000,Alugada,6,Médico,B,6000,11.99,0,0.1,N,3
25,66000,Alugada,NULL,"Melhora do lar",B,10000,NULL,0,0.1,N,3
24,82000,Hipotecada,1,Educativo,A,7500,8.32,0,0.09,N,3
29,153000,Própria,13,Empreendimento,B,3000,10.74,0,0.02,N,8
NULL,77000,Hipotecada,NULL,Médico,A,4000,9.63,0,NULL,N,7
27,101000,Alugada,2,"Pagamento de débitos",B,11200,10.99,0,0.11,N,6
29,NULL,,9,Educativo,B,10000,13.16,1,0.25,N,7
21,70000,Alugada,5,Educativo,C,15000,NULL,0,0.21,S,3
28,22188,Alugada,9,Educativo,A,11500,8.49,1,0.52,N,5
30,55000,Hipotecada,1,Pessoal,B,6500,10.99,0,0.12,N,9
26,54000,Alugada,6,Educativo,A,10000,7.9,0,0.19,N,2
29,25000,Hipotecada,5,"Pagamento de débitos",A,7475,8.49,0,0.3,N,6
24,36000,Alugada,2,"Pagamento de débitos",B,10000,11.46,0,0.28,N,4
25,37980,Hipotecada,7,Pessoal,A,3500,6.03,0,0.09,N,3
28,19992,Alugada,12,Educativo,A,3000,7.14,1,0.15,N,9
22,74500,Hipotecada,6,Empreendimento,C,8000,15.96,0,0.11,N,3
22,75000,Alugada,1,Empreendimento,A,19200,NULL,0,0.26,N,2
25,111996,Alugada,9,Pessoal,D,24250,NULL,0,0.22,N,3
25,44400,Hipotecada,9,"Pagamento de débitos",A,6000,6.03,0,0.14,N,2
43,43000,Hipotecada,5,Pessoal,B,15000,8.88,0,0.35,N,15
32,72000,Alugada,5,Empreendimento,B,12000,10.62,0,0.17,N,5
29,100000,Alugada,7,"Melhora do lar",B,4000,NULL,0,0.04,N,7
24,28000,Própria,6,"Melhora do lar",B,10000,10.37,0,0.36,N,2
25,125000,Alugada,3,"Melhora do lar",B,7500,12.69,0,0.06,N,4
24,43200,Alugada,5,Empreendimento,B,12000,10.36,0,0.28,N,4
23,64000,Alugada,7,Educativo,A,10000,NULL,1,0.16,N,4
